"CountryNum","StateNum","Route","RouteName","Active","Latitude","Longitude","Stratum","BCR","RouteTypeID","RouteTypeDetailID","year","grassland"
840,7,11,"CROWS",0,34.627904,-92.796273,19,25,1,1,2010,0.0164091164413849
840,7,12,"POYEN",0,34.3401497,-92.6636599,4,25,1,1,2010,0.0208000536199019
840,7,13,"HOLLYWOOD",1,34.035154,-93.256803,4,25,1,1,2010,0.0678379861367734
840,7,14,"BLAKELY",0,34.694284,-93.081193,19,25,1,1,2010,0.0279299400493711
840,7,15,"WALDRON",1,34.969944,-94.043753,19,25,1,1,2010,0.0055718131803816
840,7,16,"HARRISBURG",1,35.4848667,-90.6809479,5,26,1,1,2010,0.00035238885541826
840,7,17,"WHITTON",0,35.5182337,-90.2869869,5,26,1,1,2010,0
840,7,18,"AUGUSTA",0,35.3146747,-91.3577789,5,26,1,1,2010,0
840,7,19,"SAFFELL",1,35.9114603,-91.3426352,19,26,1,1,2010,0.00060758810027454
840,7,20,"RUPERT",1,35.6330837,-92.7182699,19,24,1,1,2010,0.058431454772178
840,7,21,"STARK",1,35.571494,-92.195523,19,25,1,1,2010,0.0318876036198665
840,7,22,"COAL HILL",1,35.4263985,-93.6640897,19,25,1,1,2010,0.00340724956160796
840,7,23,"LURTON",1,35.7806777,-93.0696409,19,24,1,1,2010,0.00551458963105372
840,7,24,"MASSARD",1,35.3514159,-94.3318236,19,25,1,1,2010,0.00129756817825902
840,7,25,"MAYNARD",1,36.4436877,-90.9236529,5,26,1,1,2010,0.00040230206179806
840,7,26,"ZION",1,36.0989147,-91.7354059,19,24,1,1,2010,0.00545575967491822
840,7,27,"FULTON",1,36.4061087,-92.1148009,19,24,1,1,2010,0.00993925340869292
840,7,28,"COMPTON",1,36.1206137,-93.2802279,19,24,1,1,2010,0.00488088190946355
840,7,29,"AVOCA",1,36.4053037,-94.1100149,19,24,1,1,2010,0.00103370925893383
840,7,30,"Centerton",1,36.329802,-94.303299,19,24,1,1,2010,0.00270822970209473
840,7,31,"Farwell",1,36.394077,-93.472462,19,24,1,1,2010,0.00708547199285874
840,7,32,"Yellville",1,36.210562,-92.751243,19,24,1,1,2010,0.00641543905332899
840,7,33,"Ravenden Springs",1,36.313763,-91.22905,5,24,1,1,2010,0.00426837540831342
840,7,34,"Lafe",1,36.240019,-90.517158,5,26,1,1,2010,1.0254832589858e-05
840,7,35,"Dell",1,35.901224,-90.000225,5,26,1,1,2010,0
840,7,36,"Hickory Ridge",1,35.396663,-90.966633,5,26,1,1,2010,0
840,7,37,"Russell",1,35.373736,-91.658032,5,24,1,1,2010,0.00841178289284305
840,7,38,"Marshall",1,35.939336,-92.442323,19,24,1,1,2010,0.0107436342900994
840,7,39,"Havana",1,35.075027,-93.68179,19,25,1,1,2010,0.0137938329719152
840,7,40,"Hatfield",0,34.442965,-94.324251,19,25,1,1,2010,0.0714451233641896
840,7,41,"Sims",1,34.65949,-93.689266,19,25,1,1,2010,0.0160494093299991
840,7,42,"England",1,34.559183,-92.001796,4,26,1,1,2010,6.12569935067587e-05
840,7,43,"Gillett",1,34.13829,-91.573969,5,26,1,1,2010,3.0752514018021e-05
840,7,45,"Lockesburg",1,33.782848,-94.006856,4,25,1,1,2010,0.0312041475105155
840,7,46,"Springhill",1,33.026092,-93.493628,4,25,1,1,2010,0.0195084160856398
840,7,47,"Stephens",1,33.454572,-92.967494,4,25,1,1,2010,0.0400102755121701
840,7,48,"Kelso",1,33.796907,-91.220963,5,26,1,1,2010,1.05093901400902e-05
840,7,49,"Rudy",1,35.615095,-94.344402,19,24,1,1,2010,0.00619893544783475
840,7,102,"EUDORA 2",0,33.168534,-91.332834,5,26,1,1,2010,0.00033315287552575
840,7,103,"PRINCETON",0,33.9394687,-92.5894309,4,25,1,1,2010,0.0940592943298388
840,7,109,"ULM",1,34.7008083,-91.7077371,5,26,1,1,2010,1.00797306695965e-05
840,7,111,"NANCE",1,34.7023815,-92.8007333,19,25,1,1,2010,0.039374431379775
840,7,112,"Poyen 2",1,34.339974,-92.663213,4,25,1,1,2010,0.0306281440591194
840,7,114,"DRY FORK",0,34.8282537,-93.2368089,19,25,1,1,2010,0.0749555588265266
840,7,117,"WILSON",1,35.5182227,-90.2867129,5,26,1,1,2010,0
840,7,118,"AUGUSTA 2",1,35.3146835,-91.3577331,5,26,1,1,2010,0
840,7,140,"Hatfield 2",1,34.462149,-94.305307,19,25,1,1,2010,0.0714451233641896
840,7,203,"Princeton 2",1,33.939504,-92.589264,4,25,1,1,2010,0.0940592943298388
840,7,214,"Dry Fork 2",1,34.817372,-93.331922,19,25,1,1,2010,NA
840,7,900,"OZARK NF",1,35.6440029,-93.2948547,19,24,1,2,2010,0.00112289162322849
840,7,901,"MAGAZINE MTN",1,35.1599347,-93.4248279,19,25,1,2,2010,0.00451294561179797
840,7,902,"BOSTON MTN.",1,35.6923427,-93.8210314,19,24,1,2,2010,0.0002325521304359
840,7,903,"FOUR LAKES",0,33.690604,-92.614034,4,25,1,2,2010,0.163536599770211
840,7,904,"CROWLEY'S RIDGE",1,34.7364157,-90.684515,5,26,1,2,2010,NA
840,14,1,"HORSE CREEK",1,41.8223332,-123.0047055,93,5,1,1,2010,0.0272359596580146
840,14,2,"CARRVILLE",0,41.142525,-122.526786,66,5,1,1,2010,0.0105210732739837
840,14,3,"NUBIEBER",1,41.1014068,-121.2571315,85,9,1,1,2010,0.174135481866205
840,14,4,"CRESCENT CTY",1,41.705965,-124.142766,93,5,1,1,2010,0.00740271397645071
840,14,5,"HONEYDEW",1,40.2431947,-124.1233439,93,5,1,1,2010,0.216002391603763
840,14,6,"HOLMES",1,40.4150917,-123.9615249,93,5,1,1,2010,0.0661174662796654
840,14,7,"RED BLUFF",1,40.346606,-122.307938,92,32,1,1,2010,0.326962014173159
840,14,8,"LASSEN PARK",0,40.4941127,-121.4255289,66,15,1,1,2010,0.0196850794426293
840,14,9,"EAGLE LAKE",1,40.5758997,-120.6982799,85,15,1,1,2010,0.0153940886699507
840,14,10,"CALPELLA",0,39.2648927,-123.2246019,93,32,1,1,2010,0.0927121631830773
840,14,11,"HULLVILLE",1,39.511995,-122.938696,92,5,1,1,2010,0.0679960813632731
840,14,12,"PENNINGTON",1,39.2754327,-121.7340849,91,32,1,1,2010,0.130183336795268
840,14,13,"WESTVILLE",1,39.122095,-120.759797,66,15,1,1,2010,0.150782784689565
840,14,14,"FISH ROCK",1,38.8035918,-123.5854569,93,5,1,1,2010,0.0243442179723451
840,14,15,"RUMSEY",0,38.9787297,-122.2402499,92,32,1,1,2010,0.118449517701255
840,14,16,"RIOVISTA",1,38.122965,-121.813107,91,32,1,1,2010,0.814245948354586
